"fecha","humedad","temperatura","ph"
"2024-03-05T00:00:00","90","6","6.1"
"2024-04-02T00:00:00","89","8","6.2"
"2024-03-01T00:00:00","86","9","6.0"
"2024-03-17T00:00:00","91","7","5.8"
"2024-04-16T00:00:00","88","6","6.1"
"2024-03-23T00:00:00","90","5","6.3"
"2024-03-10T00:00:00","87","8","6.4"
"2024-03-30T00:00:00","85","9","6.0"
"2024-03-06T00:00:00","92","7","5.9"
"2024-04-01T00:00:00","89","6","6.2"
"2024-03-21T00:00:00","91","10","6.1"
"2024-03-09T00:00:00","85","5","6.4"
"2024-03-03T00:00:00","90","7","6.0"
"2024-04-22T00:00:00","87","9","6.3"
"2024-04-24T00:00:00","88","6","5.8"
"2024-03-20T00:00:00","93","8","6.2"
"2024-04-27T00:00:00","89","7","6.1"
"2024-03-17T00:00:00","86","9","6.0"
"2024-04-10T00:00:00","91","6","5.9"
"2024-03-30T00:00:00","88","10","6.3"
"2024-03-29T00:00:00","87","5","6.1"
"2024-04-15T00:00:00","85","7","6.1"
"2024-04-08T00:00:00","87","6","6.2"
"2024-03-29T00:00:00","90","9","6.0"
"2024-03-26T00:00:00","93","8","5.9"
"2024-03-18T00:00:00","89","5","6.3"
"2024-03-10T00:00:00","92","7","6.1"
"2024-04-02T00:00:00","86","6","6.4"
"2024-04-02T00:00:00","88","9","6.2"
"2024-03-18T00:00:00","91","10","6.0"
"2024-03-13T00:00:00","90","7","6.3"
"2024-04-30T00:00:00","87","8","5.8"
"2024-04-21T00:00:00","85","6","6.2"
"2024-03-09T00:00:00","88","9","6.1"
"2024-03-01T00:00:00","89","5","5.9"
"2024-03-15T00:00:00","92","7","6.4"
"2024-03-26T00:00:00","90","8","6.2"
"2024-03-02T00:00:00","85","9","6.0"
"2024-04-02T00:00:00","91","6","6.3"
"2024-03-13T00:00:00","88","7","6.1"
"2024-04-15T00:00:00","87","5","6.2"
"2024-03-01T00:00:00","86","6","6.0"
"2024-04-30T00:00:00","92","7","6.2"
"2024-04-24T00:00:00","89","8","6.4"
"2024-03-04T00:00:00","88","9","6.1"
"2024-04-15T00:00:00","85","5","6.3"
"2024-04-05T00:00:00","91","6","5.9"
"2024-03-20T00:00:00","90","10","6.2"
"2024-03-11T00:00:00","87","7","6.0"
"2024-03-29T00:00:00","85","8","6.1"
"2024-03-08T00:00:00","93","6","6.4"
"2024-04-14T00:00:00","89","5","6.2"
"2024-03-24T00:00:00","88","7","6.3"
"2024-04-06T00:00:00","91","8","5.8"
"2024-03-06T00:00:00","87","9","6.0"
"2024-03-12T00:00:00","92","10","6.1"
"2024-03-05T00:00:00","85","6","6.4"
"2024-03-05T00:00:00","88","7","6.2"
"2024-03-31T00:00:00","90","5","6.0"
"2024-03-11T00:00:00","91","8","5.9"
"2024-04-10T00:00:00","86","9","6.3"
"2024-03-16T00:00:00","87","8","6.1"
"2024-03-25T00:00:00","89","6","6.3"
"2024-04-09T00:00:00","92","7","6.2"
"2024-04-03T00:00:00","88","9","6.0"
"2024-03-26T00:00:00","90","5","5.8"
"2024-03-01T00:00:00","86","7","6.2"
"2024-04-27T00:00:00","91","8","6.3"
"2024-03-13T00:00:00","88","6","6.1"
"2024-04-27T00:00:00","85","9","6.0"
"2024-03-24T00:00:00","93","7","6.4"
"2024-03-28T00:00:00","87","8","6.2"
"2024-03-25T00:00:00","90","5","6.3"
"2024-04-16T00:00:00","89","7","5.9"
"2024-03-02T00:00:00","92","9","6.1"
"2024-04-22T00:00:00","86","6","6.2"
"2024-04-14T00:00:00","91","8","6.0"
"2024-03-01T00:00:00","85","7","6.4"
"2024-03-05T00:00:00","88","9","6.2"
"2024-04-06T00:00:00","90","6","6.1"
"2024-03-06T00:00:00","93","8","6.3"
"2024-04-21T00:00:00","89","7","6.2"
"2024-04-12T00:00:00","91","8","6.0"
"2024-04-06T00:00:00","87","6","6.3"
"2024-04-12T00:00:00","90","9","5.9"
"2024-04-06T00:00:00","88","5","6.1"
"2024-04-14T00:00:00","92","7","6.4"
"2024-04-16T00:00:00","86","8","6.2"
"2024-03-22T00:00:00","90","6","6.1"
"2024-03-15T00:00:00","85","9","5.8"
"2024-04-04T00:00:00","93","7","6.2"
"2024-04-20T00:00:00","87","8","6.0"
"2024-04-13T00:00:00","89","5","6.3"
"2024-03-08T00:00:00","92","7","6.1"
"2024-04-26T00:00:00","86","8","5.9"
"2024-03-11T00:00:00","91","6","6.4"
"2024-04-07T00:00:00","88","9","6.2"
"2024-04-15T00:00:00","90","7","6.0"
"2024-03-05T00:00:00","85","8","6.3"
"2024-04-05T00:00:00","89","6","6.1"
"2024-04-14T00:00:00","92","7","5.9"
"2024-03-01T00:00:00","87","7","6.2"
"2024-04-25T00:00:00","89","8","6.0"
"2024-04-17T00:00:00","92","6","6.3"
"2024-03-05T00:00:00","88","9","5.9"
"2024-03-25T00:00:00","90","5","6.1"
"2024-04-26T00:00:00","86","7","6.4"
"2024-04-15T00:00:00","91","8","6.2"
"2024-03-09T00:00:00","85","6","6.0"
"2024-04-18T00:00:00","93","7","5.8"
"2024-04-21T00:00:00","87","9","6.1"
"2024-04-02T00:00:00","89","5","6.3"
"2024-04-11T00:00:00","92","7","6.0"
"2024-03-16T00:00:00","86","8","6.4"
"2024-04-03T00:00:00","91","6","6.2"
"2024-03-11T00:00:00","88","7","6.1"
"2024-04-29T00:00:00","90","8","5.9"
"2024-03-05T00:00:00","85","7","6.3"
"2024-04-16T00:00:00","89","9","6.0"
"2024-03-10T00:00:00","92","6","6.2"
"2024-04-22T00:00:00","86","7","6.4"
"2024-04-11T00:00:00","88","7","6.2"
"2024-04-28T00:00:00","90","6","6.0"
"2024-04-11T00:00:00","92","8","6.3"
"2024-03-10T00:00:00","86","5","5.9"
"2024-04-23T00:00:00","96","12","7.8"
"2024-03-30T00:00:00","94","15","8.2"
"2024-04-12T00:00:00","98","10","7.5"
"2024-04-01T00:00:00","92","20","8.5"
"2024-03-24T00:00:00","100","5","8.0"
"2024-04-01T00:00:00","95","25","7.0"
"2024-04-14T00:00:00","99","8","8.7"
"2024-04-11T00:00:00","93","30","6.8"
"2024-03-05T00:00:00","97","4","7.9"
"2024-04-27T00:00:00","91","35","8.9"
"2024-04-22T00:00:00","100","2","7.3"
"2024-03-22T00:00:00","96","18","9.1"
"2024-03-23T00:00:00","98","22","6.5"
"2024-03-23T00:00:00","94","28","8.3"
"2024-03-16T00:00:00","99","6","7.6"
"2024-03-28T00:00:00","93","32","9.0"
"2024-03-18T00:00:00","97","3","7.2"
"2024-04-28T00:00:00","91","38","9.5"
"2024-03-24T00:00:00","100","1","7.4"
"2024-03-22T00:00:00","96","16","9.3"
"2024-03-15T00:00:00","91","7","6.1"
"2024-03-11T00:00:00","85","9","6.4"
"2024-04-25T00:00:00","93","6","6.2"
"2024-04-03T00:00:00","87","8","6.0"
"2024-04-10T00:00:00","89","5","5.8"
"2024-04-08T00:00:00","92","7","6.1"
"2024-03-31T00:00:00","86","8","6.3"
"2024-03-09T00:00:00","90","6","5.9"
"2024-03-01T00:00:00","91","7","6.2"
"2024-03-16T00:00:00","87","9","6.0"
"2024-03-23T00:00:00","89","5","6.4"
"2024-04-16T00:00:00","92","7","6.2"
"2024-04-06T00:00:00","86","8","6.1"
"2024-04-25T00:00:00","90","6","6.3"
"2024-03-09T00:00:00","88","7","6.1"
"2024-04-14T00:00:00","85","9","6.2"
"2024-04-26T00:00:00","88","7","6.2"
"2024-03-11T00:00:00","90","6","6.0"
"2024-03-30T00:00:00","92","8","6.3"
"2024-03-24T00:00:00","86","5","5.9"
"2024-04-04T00:00:00","91","7","6.1"
"2024-03-01T00:00:00","85","9","6.4"
"2024-04-07T00:00:00","93","6","6.2"
"2024-04-26T00:00:00","87","8","6.0"
"2024-04-09T00:00:00","89","5","5.8"
"2024-03-01T00:00:00","92","7","6.1"
"2024-03-03T00:00:00","86","8","6.3"
"2024-03-16T00:00:00","91","6","5.9"
"2024-04-07T00:00:00","87","9","6.2"
"2024-04-16T00:00:00","89","5","6.0"
"2024-03-31T00:00:00","92","7","6.3"
"2024-03-17T00:00:00","86","8","6.1"
"2024-03-16T00:00:00","90","6","6.4"
"2024-03-16T00:00:00","88","7","6.2"
"2024-03-07T00:00:00","85","9","6.1"
"2024-03-09T00:00:00","89","6","6.3"
"2024-03-18T00:00:00","88","7","6.1"
"2024-04-16T00:00:00","90","6","6.2"
"2024-04-11T00:00:00","92","8","6.0"
"2024-04-18T00:00:00","86","5","6.3"
"2024-03-25T00:00:00","91","7","5.9"
"2024-03-15T00:00:00","85","9","6.2"
"2024-03-11T00:00:00","93","6","6.4"
"2024-03-29T00:00:00","87","8","6.1"
"2024-03-17T00:00:00","89","5","6.3"
"2024-03-24T00:00:00","92","7","6.0"
"2024-03-22T00:00:00","86","8","5.8"
"2024-04-02T00:00:00","91","6","6.1"
"2024-03-28T00:00:00","87","9","6.2"
"2024-04-25T00:00:00","89","5","6.4"
"2024-03-06T00:00:00","92","7","6.3"
"2024-03-06T00:00:00","86","8","6.1"
"2024-03-20T00:00:00","90","6","6.0"
"2024-04-17T00:00:00","88","7","5.9"
"2024-03-29T00:00:00","85","9","6.2"
"2024-03-10T00:00:00","89","6","6.1"
"2024-03-08T00:00:00","88","7","6.2"
"2024-03-16T00:00:00","90","6","6.0"
"2024-04-21T00:00:00","92","8","6.3"
"2024-04-25T00:00:00","86","5","5.9"
"2024-03-27T00:00:00","91","7","6.1"
"2024-03-22T00:00:00","85","9","6.4"
"2024-04-15T00:00:00","93","6","6.2"
"2024-04-30T00:00:00","87","8","6.0"
"2024-03-09T00:00:00","89","5","5.8"
"2024-03-23T00:00:00","92","7","6.1"
"2024-03-13T00:00:00","86","8","6.3"
"2024-03-11T00:00:00","91","6","5.9"
"2024-03-23T00:00:00","87","9","6.2"
"2024-03-27T00:00:00","89","5","6.4"
"2024-04-14T00:00:00","92","7","6.3"
"2024-04-06T00:00:00","86","8","6.1"
"2024-03-02T00:00:00","90","6","6.0"
"2024-03-14T00:00:00","88","7","5.9"
"2024-04-01T00:00:00","85","9","6.2"
"2024-03-08T00:00:00","89","6","6.1"
"2024-04-07T00:00:00","88","7","6.2"
"2024-04-21T00:00:00","90","6","6.0"
"2024-03-04T00:00:00","92","8","6.3"
"2024-03-12T00:00:00","86","5","5.9"
"2024-03-22T00:00:00","91","7","6.1"
"2024-03-02T00:00:00","85","9","6.4"
"2024-04-10T00:00:00","93","6","6.2"
"2024-03-25T00:00:00","87","8","6.0"
"2024-04-03T00:00:00","89","5","5.8"
"2024-04-18T00:00:00","92","7","6.1"
"2024-03-13T00:00:00","86","8","6.3"
"2024-04-27T00:00:00","91","6","5.9"
"2024-03-03T00:00:00","87","9","6.2"
"2024-04-04T00:00:00","89","5","6.4"
"2024-03-30T00:00:00","92","7","6.3"
"2024-04-05T00:00:00","86","8","6.1"
"2024-04-20T00:00:00","90","6","6.0"
"2024-03-30T00:00:00","88","7","5.9"
"2024-03-02T00:00:00","85","9","6.2"
"2024-03-18T00:00:00","89","6","6.1"
"2024-04-05T00:00:00","87","7","6.2"
"2024-04-02T00:00:00","89","6","6.0"
"2024-03-06T00:00:00","92","8","6.3"
"2024-03-31T00:00:00","88","5","5.9"
"2024-04-23T00:00:00","90","7","6.1"
"2024-04-25T00:00:00","85","9","6.4"
"2024-03-06T00:00:00","93","6","6.2"
"2024-03-27T00:00:00","87","8","6.0"
"2024-03-07T00:00:00","89","5","5.8"
"2024-03-18T00:00:00","92","7","6.1"
"2024-03-29T00:00:00","86","8","6.3"
"2024-04-06T00:00:00","91","6","5.9"
"2024-04-17T00:00:00","87","9","6.2"
"2024-03-05T00:00:00","89","5","6.4"
"2024-03-01T00:00:00","92","7","6.3"
"2024-04-27T00:00:00","86","8","6.1"
"2024-03-23T00:00:00","90","6","6.0"
"2024-03-18T00:00:00","88","7","5.9"
"2024-04-24T00:00:00","85","9","6.2"
"2024-03-19T00:00:00","89","6","6.1"
"2024-03-04T00:00:00","88","7","6.2"
"2024-04-13T00:00:00","90","6","6.0"
"2024-04-15T00:00:00","92","8","6.3"
"2024-03-18T00:00:00","86","5","5.9"
"2024-03-14T00:00:00","91","7","6.1"
"2024-04-21T00:00:00","85","9","6.4"
"2024-03-04T00:00:00","93","6","6.2"
"2024-03-03T00:00:00","87","8","6.0"
"2024-04-24T00:00:00","89","5","5.8"
"2024-03-04T00:00:00","92","7","6.1"
"2024-04-24T00:00:00","86","8","6.3"
"2024-04-14T00:00:00","91","6","5.9"
"2024-03-09T00:00:00","87","9","6.2"
"2024-03-02T00:00:00","89","5","6.4"
"2024-04-17T00:00:00","92","7","6.3"
"2024-04-18T00:00:00","86","8","6.1"
"2024-04-18T00:00:00","90","6","6.0"
"2024-04-25T00:00:00","88","7","5.9"
"2024-03-19T00:00:00","85","9","6.2"
"2024-04-30T00:00:00","89","6","6.1"
"2024-04-27T00:00:00","88","7","6.2"
"2024-04-15T00:00:00","90","6","6.0"
"2024-04-07T00:00:00","92","8","6.3"
"2024-04-30T00:00:00","86","5","5.9"
"2024-04-25T00:00:00","91","7","6.1"
"2024-04-10T00:00:00","85","9","6.4"
"2024-04-16T00:00:00","93","6","6.2"
"2024-03-01T00:00:00","87","8","6.0"
"2024-03-15T00:00:00","89","5","5.8"
"2024-04-24T00:00:00","92","7","6.1"
"2024-04-06T00:00:00","86","8","6.3"
"2024-03-14T00:00:00","91","6","5.9"
"2024-03-13T00:00:00","87","9","6.2"
"2024-04-28T00:00:00","89","5","6.4"
"2024-04-18T00:00:00","92","7","6.3"
"2024-03-16T00:00:00","86","8","6.1"
"2024-03-10T00:00:00","90","6","6.0"
"2024-03-30T00:00:00","88","7","5.9"
"2024-04-14T00:00:00","85","9","6.2"
"2024-04-06T00:00:00","89","6","6.1"
"2024-03-01T00:00:00","88","7","6.2"
"2024-03-18T00:00:00","90","6","6.0"
"2024-03-12T00:00:00","92","8","6.3"
"2024-04-05T00:00:00","86","5","5.9"
"2024-03-26T00:00:00","91","7","6.1"
"2024-03-01T00:00:00","85","9","6.4"
"2024-04-11T00:00:00","93","6","6.2"
"2024-04-14T00:00:00","87","8","6.0"
"2024-04-21T00:00:00","89","5","5.8"
"2024-04-27T00:00:00","92","7","6.1"
"2024-04-08T00:00:00","86","8","6.3"
"2024-04-15T00:00:00","91","6","5.9"
"2024-04-02T00:00:00","87","9","6.2"
"2024-04-19T00:00:00","89","5","6.4"
"2024-04-01T00:00:00","92","7","6.3"
"2024-03-14T00:00:00","86","8","6.1"
"2024-04-02T00:00:00","90","6","6.0"
"2024-04-18T00:00:00","88","7","5.9"
"2024-04-13T00:00:00","85","9","6.2"
"2024-04-21T00:00:00","89","6","6.1"
"2024-04-14T00:00:00","88","7","6.2"
"2024-04-13T00:00:00","90","6","6.0"
"2024-04-30T00:00:00","92","8","6.3"
"2024-03-12T00:00:00","86","5","5.9"
"2024-04-09T00:00:00","91","7","6.1"
"2024-04-21T00:00:00","85","9","6.4"
"2024-04-19T00:00:00","93","6","6.2"
"2024-03-25T00:00:00","87","8","6.0"
"2024-04-03T00:00:00","89","5","5.8"
"2024-03-16T00:00:00","92","7","6.1"
"2024-04-26T00:00:00","86","8","6.3"
"2024-03-24T00:00:00","91","6","5.9"
"2024-03-12T00:00:00","87","9","6.2"
"2024-03-05T00:00:00","89","5","6.4"
"2024-03-30T00:00:00","92","7","6.3"
"2024-04-25T00:00:00","86","8","6.1"
"2024-04-07T00:00:00","90","6","6.0"
"2024-04-16T00:00:00","88","7","5.9"
"2024-04-02T00:00:00","85","9","6.2"
"2024-04-20T00:00:00","89","6","6.1"
"2024-04-06T00:00:00","88","7","6.2"
"2024-03-30T00:00:00","90","6","6.0"
"2024-03-21T00:00:00","92","8","6.3"
"2024-03-23T00:00:00","86","5","5.9"
"2024-03-11T00:00:00","91","7","6.1"
"2024-03-03T00:00:00","85","9","6.4"
"2024-04-02T00:00:00","93","6","6.2"
"2024-03-05T00:00:00","87","8","6.0"
"2024-04-08T00:00:00","89","5","5.8"
"2024-04-17T00:00:00","92","7","6.1"
"2024-03-09T00:00:00","86","8","6.3"
"2024-04-05T00:00:00","91","6","5.9"
"2024-03-04T00:00:00","87","9","6.2"
"2024-03-18T00:00:00","89","5","6.4"
"2024-03-09T00:00:00","92","7","6.3"
"2024-03-13T00:00:00","98","30","8.0"
"2024-04-11T00:00:00","95","35","8.5"
"2024-04-21T00:00:00","100","40","9.0"
"2024-03-29T00:00:00","99","45","9.5"
"2024-03-04T00:00:00","97","50","10.0"
"2024-03-13T00:00:00","96","55","10.5"
"2024-04-02T00:00:00","95","60","11.0"
"2024-03-31T00:00:00","94","65","11.5"
"2024-03-30T00:00:00","93","70","12.0"
"2024-03-25T00:00:00","92","75","12.5"
"2024-04-13T00:00:00","91","80","13.0"
"2024-03-02T00:00:00","90","85","13.5"
"2024-04-19T00:00:00","89","90","14.0"
"2024-04-15T00:00:00","88","95","14.5"
"2024-03-09T00:00:00","87","100","15.0"
"2024-04-02T00:00:00","86","105","15.5"
"2024-04-21T00:00:00","85","110","16.0"
"2024-03-12T00:00:00","84","115","16.5"
"2024-04-19T00:00:00","83","120","17.0"
"2024-03-03T00:00:00","82","125","17.5"
"2024-03-27T00:00:00","86","8","6.1"
"2024-04-26T00:00:00","90","6","6.0"
"2024-04-14T00:00:00","88","7","5.9"
"2024-03-11T00:00:00","85","9","6.2"
"2024-03-10T00:00:00","89","6","6.1"
"2024-04-29T00:00:00","88","7","6.2"
"2024-04-01T00:00:00","90","6","6.0"
"2024-03-08T00:00:00","92","8","6.3"
"2024-03-29T00:00:00","86","5","5.9"
"2024-04-01T00:00:00","91","7","6.1"
"2024-04-27T00:00:00","85","9","6.4"
"2024-03-28T00:00:00","93","6","6.2"
"2024-04-27T00:00:00","87","8","6.0"
"2024-03-07T00:00:00","89","5","5.8"
"2024-03-25T00:00:00","92","7","6.1"
"2024-04-14T00:00:00","86","8","6.3"
"2024-03-22T00:00:00","91","6","5.9"
"2024-03-05T00:00:00","87","9","6.2"
"2024-03-18T00:00:00","89","5","6.4"
"2024-03-28T00:00:00","92","7","6.3"
"2024-03-08T00:00:00","86","8","6.1"
"2024-04-21T00:00:00","90","6","6.0"
"2024-04-10T00:00:00","88","7","5.9"
"2024-04-19T00:00:00","85","9","6.2"
"2024-03-04T00:00:00","89","6","6.1"
"2024-03-27T00:00:00","88","7","6.2"
"2024-04-13T00:00:00","90","6","6.0"
"2024-03-03T00:00:00","92","8","6.3"
"2024-03-05T00:00:00","86","5","5.9"
"2024-03-02T00:00:00","91","7","6.1"
"2024-03-05T00:00:00","85","9","6.4"
"2024-03-21T00:00:00","93","6","6.2"
"2024-04-09T00:00:00","87","8","6.0"
"2024-04-02T00:00:00","89","5","5.8"
"2024-04-27T00:00:00","92","7","6.1"
"2024-03-30T00:00:00","86","8","6.3"
"2024-03-09T00:00:00","91","6","5.9"
"2024-04-07T00:00:00","87","9","6.2"
"2024-03-18T00:00:00","89","5","6.4"
"2024-03-21T00:00:00","92","7","6.3"
"2024-04-06T00:00:00","86","8","6.1"
"2024-03-01T00:00:00","90","6","6.0"
"2024-04-25T00:00:00","88","7","5.9"
"2024-04-08T00:00:00","85","9","6.2"
"2024-03-04T00:00:00","89","6","6.1"
"2024-04-23T00:00:00","88","7","6.2"
"2024-04-06T00:00:00","90","6","6.0"
"2024-04-13T00:00:00","92","8","6.3"
"2024-03-30T00:00:00","86","5","5.9"
"2024-03-17T00:00:00","91","7","6.1"
"2024-04-24T00:00:00","85","9","6.4"
"2024-03-18T00:00:00","93","6","6.2"
"2024-04-30T00:00:00","87","8","6.0"
"2024-04-01T00:00:00","89","5","5.8"
"2024-04-25T00:00:00","92","7","6.1"
"2024-04-27T00:00:00","86","8","6.3"
"2024-04-09T00:00:00","91","6","5.9"
"2024-04-21T00:00:00","87","9","6.2"
"2024-03-29T00:00:00","89","5","6.4"
"2024-03-24T00:00:00","92","7","6.3"
"2024-04-15T00:00:00","86","8","6.1"
"2024-03-20T00:00:00","90","6","6.0"
"2024-04-12T00:00:00","88","7","5.9"
"2024-04-14T00:00:00","85","9","6.2"
"2024-03-02T00:00:00","89","6","6.1"
"2024-04-04T00:00:00","88","7","6.2"
"2024-03-24T00:00:00","90","6","6.0"
"2024-03-07T00:00:00","92","8","6.3"
"2024-04-25T00:00:00","86","5","5.9"
"2024-03-17T00:00:00","91","7","6.1"
"2024-03-06T00:00:00","85","9","6.4"
"2024-04-27T00:00:00","93","6","6.2"
"2024-03-13T00:00:00","87","8","6.0"
"2024-03-29T00:00:00","89","5","5.8"
"2024-03-10T00:00:00","92","7","6.1"
"2024-04-22T00:00:00","86","8","6.3"
"2024-04-26T00:00:00","91","6","5.9"
"2024-03-01T00:00:00","87","9","6.2"
"2024-04-19T00:00:00","89","5","6.4"
"2024-04-15T00:00:00","92","7","6.3"
"2024-03-07T00:00:00","86","8","6.1"
"2024-04-19T00:00:00","90","6","6.0"
"2024-03-21T00:00:00","88","7","5.9"
"2024-03-12T00:00:00","85","9","6.2"
"2024-03-15T00:00:00","89","6","6.1"
"2024-03-20T00:00:00","88","7","6.2"
"2024-03-27T00:00:00","90","6","6.0"
"2024-04-08T00:00:00","92","8","6.3"
"2024-04-13T00:00:00","86","5","5.9"
"2024-03-15T00:00:00","91","7","6.1"
"2024-04-06T00:00:00","85","9","6.4"
"2024-04-23T00:00:00","93","6","6.2"
"2024-04-09T00:00:00","87","8","6.0"
"2024-04-17T00:00:00","89","5","5.8"
"2024-04-11T00:00:00","92","7","6.1"
"2024-03-18T00:00:00","86","8","6.3"
"2024-03-08T00:00:00","91","6","5.9"
"2024-03-27T00:00:00","87","9","6.2"
"2024-04-28T00:00:00","89","5","6.4"
"2024-03-22T00:00:00","92","7","6.3"
"2024-04-23T00:00:00","86","8","6.1"
"2024-03-27T00:00:00","91","6","6.0"
"2024-03-22T00:00:00","88","7","5.9"
"2024-04-15T00:00:00","85","9","6.2"
"2024-03-18T00:00:00","89","6","6.1"
"2024-04-06T00:00:00","88","7","6.2"
"2024-03-24T00:00:00","90","6","6.0"
"2024-03-28T00:00:00","92","8","6.3"
"2024-03-13T00:00:00","86","5","5.9"
"2024-03-29T00:00:00","91","7","6.1"
"2024-03-12T00:00:00","85","9","6.4"
"2024-03-30T00:00:00","93","6","6.2"
"2024-03-22T00:00:00","87","8","6.0"
"2024-03-31T00:00:00","89","5","5.8"
